0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
花家地小区,朝阳,101112533637,317,72657元/平米,1993年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,高楼层 (共6层),43.63㎡,平层,暂无数据,板楼,西,混合结构,简装,一梯三户,集中供暖,无,2021-08-06,已购公房,2008-01-31,普通住宅,满五年,非共有,有抵押 2万元 公积金可自解,已上传房本照片
通惠家园,朝阳,101112597949,510,59712元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,低楼层 (共28层),85.41㎡,平层,70.06㎡,塔楼,东南,钢混结构,精装,三梯十户,集中供暖,有,2021-08-11,商品房,2015-12-15,普通住宅,满五年,非共有,有抵押 80万元 业主自还,已上传房本照片
东方雅苑,朝阳,101112692942,359,81796元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,低楼层 (共18层),43.89㎡,平层,31.16㎡,板楼,西北,钢混结构,精装,两梯五户,集中供暖,有,2021-08-19,商品房,2018-12-04,普通住宅,满两年,非共有,无抵押,已上传房本照片
珠江拉维小镇,通州,101112536103,399,42665元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,中楼层 (共10层),93.52㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯四户,集中供暖,有,2021-08-06,商品房,2019-07-08,普通住宅,满两年,非共有,有抵押 240万元,已上传房本照片
朝阳新城六区,朝阳,101112661301,353,48630元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,中楼层 (共15层),72.59㎡,平层,58.76㎡,板楼,东,钢混结构,简装,两梯六户,集中供暖,有,2021-08-17,限价商品房,2014-03-10,普通住宅,满五年,非共有,无抵押,已上传房本照片
远洋一方溪语苑,朝阳,101112557345,418,66014元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,中楼层 (共11层),63.32㎡,平层,54.94㎡,板楼,南,钢混结构,精装,一梯三户,自供暖,有,2021-08-08,商品房,2015-10-31,普通住宅,满五年,非共有,有抵押 110万元 公积金管理中心 客户偿还,已上传房本照片
望园东里,丰台,101112594562,480,57909元/平米,1999年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,低楼层 (共24层),82.89㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,两梯十户,集中供暖,有,2021-08-11,商品房,2008-12-09,普通住宅,满五年,非共有,无抵押,已上传房本照片
荔景园新区,通州,101112623871,299,50000元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,1室1厅1厨1卫,底层 (共28层),59.8㎡,平层,45.25㎡,板塔结合,南 北,钢混结构,简装,两梯四户,集中供暖,有,2021-08-14,定向安置房,2013-09-03,普通住宅,满五年,非共有,无抵押,已上传房本照片
顺悦家园,顺义,101112545071,255,31486元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,高楼层 (共28层),80.99㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-08-07,限价商品房,2016-06-28,普通住宅,满五年,非共有,无抵押,已上传房本照片
兴琦家园,丰台,101112535739,329,56173元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,底层 (共6层),58.57㎡,平层,52.34㎡,板楼,北,混合结构,精装,一梯五户,集中供暖,无,2021-08-06,商品房,2016-07-26,普通住宅,满五年,非共有,有抵押 228万元 廊坊银行 业主自还,已上传房本照片
金蝉里,朝阳,101112640840,320,50228元/平米,1991年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨1卫,高楼层 (共12层),63.71㎡,平层,暂无数据,板塔结合,东 北,钢混结构,精装,一梯八户,集中供暖,有,2021-08-15,已购公房,2002-05-21,普通住宅,满五年,非共有,无抵押,已上传房本照片
紫金新干线,昌平,101112556510,520,65131元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共6层),79.84㎡,平层,71.27㎡,板楼,南,钢混结构,简装,一梯三户,集中供暖,无,2021-08-08,商品房,2010-07-20,普通住宅,满五年,非共有,有抵押 30万元 建设银行 业主自还,已上传房本照片
松林庄,丰台,101112548037,280,42899元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共6层),65.27㎡,平层,57.19㎡,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2021-08-07,二类经济适用房,2010-06-28,普通住宅,满五年,非共有,无抵押,已上传房本照片
北蜂窝63号院,海淀,101112540848,558,102367元/平米,1986年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共6层),54.51㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2021-08-06,商品房,2015-08-26,普通住宅,满五年,非共有,无抵押,已上传房本照片
金隅万科城一期,昌平,101112602466,393,42774元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,高楼层 (共22层),91.88㎡,平层,71.44㎡,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-08-12,商品房,2011-04-19,普通住宅,满五年,非共有,无抵押,已上传房本照片
鸿坤理想城曦望山,大兴,101112602280,355,56882元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,1室1厅1厨1卫,顶层 (共21层),62.41㎡,平层,48.43㎡,板塔结合,南,钢混结构,精装,两梯四户,自供暖,有,2021-08-12,商品房,2016-04-27,普通住宅,满五年,非共有,无抵押,已上传房本照片
志强北园,海淀,101112597576,550,100183元/平米,1981年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,中楼层 (共6层),54.9㎡,平层,暂无数据,塔楼,西北,混合结构,精装,一梯五户,集中供暖,无,2021-08-11,商品房,2017-11-23,普通住宅,满两年,非共有,有抵押 137万元 工行 客户偿还,已上传房本照片
路劲世界城一期,昌平,101112633823,367,42316元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共18层),86.73㎡,平层,67.33㎡,板楼,南 西 北,钢混结构,精装,两梯三户,集中供暖,有,2021-08-14,商品房,2014-12-10,普通住宅,满五年,非共有,有抵押 80万元 80 业主自还,已上传房本照片
东四二条,东城,101112628216,636,110513元/平米,1986年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,顶层 (共6层),57.55㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,集中供暖,暂无数据,2021-08-14,央产房,2000-10-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
北洼路29号院,海淀,101112601590,896,91030元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,高楼层 (共17层),98.43㎡,平层,77.59㎡,塔楼,东南 北,钢混结构,简装,两梯十四户,集中供暖,有,2021-08-12,商品房,2004-02-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
沁园春景,房山,101112534609,138,23264元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,中楼层 (共6层),59.32㎡,平层,52.4㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-06,商品房,2012-05-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
美然百度城,通州,101112572394,205,39737元/平米,2002年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室0厅1厨1卫,中楼层 (共5层),51.59㎡,平层,暂无数据,板楼,东 西,混合结构,简装,一梯四户,集中供暖,无,2021-08-09,商品房,2012-11-05,普通住宅,满五年,非共有,无抵押,已上传房本照片
福润四季B区,朝阳,101112628280,295,49967元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,高楼层 (共18层),59.04㎡,平层,暂无数据,板楼,西北,钢混结构,简装,两梯六户,集中供暖,有,2021-08-14,限价商品房,2016-07-15,普通住宅,满五年,共有,无抵押,已上传房本照片
向阳楼,门头沟,101112632452,135,38473元/平米,1970年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,中楼层 (共5层),35.09㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2021-08-14,商品房,2018-04-16,普通住宅,满两年,非共有,无抵押,已上传房本照片
长阳半岛3号院,房山,101112578312,345,40785元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共5层),84.59㎡,平层,67.02㎡,板楼,东 西,钢混结构,精装,一梯两户,集中供暖,有,2021-08-10,商品房,2015-06-12,普通住宅,满五年,非共有,有抵押 60万元 公积金 业主自还,已上传房本照片
银地家园,丰台,101112612444,336,49470元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共7层),67.92㎡,平层,58.46㎡,板楼,北 南,混合结构,简装,一梯两户,集中供暖,无,2021-08-13,商品房,2016-11-09,普通住宅,满两年,非共有,有抵押 100万元 银行 客户偿还,已上传房本照片
榆树馆西里,西城,101112570252,855,127803元/平米,1987年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,低楼层 (共18层),66.9㎡,平层,暂无数据,塔楼,南,混合结构,简装,两梯六户,集中供暖,有,2021-08-09,商品房,2003-05-21,普通住宅,满五年,非共有,无抵押,已上传房本照片
红杉国际公寓,海淀,101112557683,739,62154元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共19层),118.9㎡,平层,暂无数据,板楼,东,钢混结构,精装,六梯九户,集中供暖,有,2021-08-08,商品房,2013-03-20,公寓/住宅,满五年,非共有,无抵押,已上传房本照片
北礼士路,西城,101112644286,795,135666元/平米,1989年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,中楼层 (共18层),58.6㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,两梯七户,集中供暖,有,2021-08-15,商品房,2016-02-05,普通住宅,满五年,非共有,无抵押,已上传房本照片
双榆树东里,海淀,101112623639,700,110411元/平米,1990年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,顶层 (共16层),63.4㎡,平层,44.7㎡,塔楼,东 南,钢混结构,精装,两梯七户,集中供暖,有,2021-08-14,商品房,2016-06-17,普通住宅,满五年,非共有,无抵押,已上传房本照片
富国里小区,西城,101112629496,988,142569元/平米,1997年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共5层),69.3㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2021-08-14,已购公房,2003-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片
里仁街6号院,西城,101112559893,665,117409元/平米,1988年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共6层),56.64㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,集中供暖,无,2021-08-08,已购公房,2008-09-08,普通住宅,满五年,非共有,有抵押 25万元 中国建设银行 业主自还,已上传房本照片
美然绿色家园,大兴,101112650537,346,52608元/平米,1999年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共6层),65.77㎡,平层,55.19㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-16,商品房,2018-09-14,普通住宅,满两年,非共有,有抵押 185万元 招商银行 客户偿还,已上传房本照片
佳和宜园,顺义,101112543212,243,27206元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共6层),89.32㎡,平层,80.02㎡,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,无,2021-08-07,商品房,2012-10-11,普通住宅,满五年,非共有,无抵押,已上传房本照片
慧谷阳光,朝阳,101112648528,505,96948元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,中楼层 (共15层),52.09㎡,平层,暂无数据,板楼,北,钢混结构,精装,一梯三户,集中供暖,有,2021-08-16,商品房,2017-04-25,普通住宅,满两年,非共有,有抵押 200万元 建设银行 客户偿还,已上传房本照片
大峪南路,门头沟,101112555720,205,29702元/平米,1997年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,中楼层 (共6层),69.02㎡,平层,暂无数据,塔楼,南 北 西,混合结构,简装,一梯八户,集中供暖,无,2021-08-08,私产,2007-05-08,普通住宅,满五年,非共有,无抵押,已上传房本照片
艾瑟顿,海淀,101112593607,620,79528元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,1室1厅1厨1卫,中楼层 (共20层),77.96㎡,平层,55.21㎡,塔楼,东,钢混结构,精装,六梯三十五户,集中供暖,有,2021-08-11,商品房,2009-10-12,公寓,满五年,非共有,无抵押,已上传房本照片
团结湖北四条,朝阳,101112677085,438,71993元/平米,1985年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共6层),60.84㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2021-08-18,央产房,2000-10-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
绿林苑,大兴,101112536822,315,47184元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,低楼层 (共7层),66.76㎡,平层,暂无数据,板楼,东 南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-06,商品房,2018-06-04,普通住宅,满两年,非共有,有抵押 162万元,已上传房本照片
中南湾,大兴,101112634341,510,52692元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共9层),96.79㎡,平层,78.69㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-08-14,商品房,2018-03-08,普通住宅,满两年,非共有,有抵押 110万元,已上传房本照片
东方雅苑,朝阳,101112548969,588,89159元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,低楼层 (共18层),65.95㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯五户,集中供暖,有,2021-08-07,商品房,2019-04-02,普通住宅,满两年,非共有,有抵押 290万元,已上传房本照片
晶城秀府,丰台,101112587014,435,73942元/平米,2010年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,1室1厅1厨1卫,高楼层 (共20层),58.83㎡,平层,46.42㎡,塔楼,东,钢混结构,精装,三梯十二户,自供暖,有,2021-08-10,商品房,2011-06-10,普通住宅,满五年,非共有,有抵押 40万元 建设银行 业主自还,已上传房本照片
丰台东路16号院,丰台,101112624225,225,46145元/平米,1993年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,低楼层 (共6层),48.76㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯十一户,集中供暖,无,2021-08-14,已购公房,2018-05-04,普通住宅,满两年,非共有,无抵押,已上传房本照片
长阳国际城一区,房山,101112573339,299,37930元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,底层 (共20层),78.83㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,自供暖,有,2021-08-09,商品房,2016-01-25,普通住宅,满五年,非共有,有抵押 75万元,已上传房本照片
K2清水湾,通州,101112690184,480,55421元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,低楼层 (共27层),86.61㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,集中供暖,有,2021-08-19,商品房,2019-04-24,普通住宅,满两年,非共有,无抵押,已上传房本照片
核桃园北里,朝阳,101112609658,508,121242元/平米,1984年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,低楼层 (共6层),41.9㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,集中供暖,无,2021-08-12,商品房,2018-11-30,普通住宅,满两年,非共有,有抵押 100万元 公积金管理中心 客户偿还,已上传房本照片
福润四季B区,朝阳,101112558087,305,49594元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,低楼层 (共18层),61.5㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯六户,集中供暖,有,2021-08-08,限价商品房,2016-07-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
筑华年,朝阳,101112568218,735,81225元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共28层),90.49㎡,平层,70.57㎡,板楼,南 北,钢混结构,精装,两梯五户,集中供暖,有,2021-08-09,商品房,2018-08-06,普通住宅,满两年,非共有,无抵押,已上传房本照片
华远铭悦园,通州,101112684294,260,44820元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共27层),58.01㎡,平层,44.67㎡,板楼,南,钢混结构,精装,两梯六户,集中供暖,有,2021-08-19,限价商品房,2016-01-04,普通住宅,满五年,共有,无抵押,已上传房本照片
月亮城堡,通州,101112532255,400,39136元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,1室1厅1厨2卫,低楼层 (共12层),102.21㎡,平层,78.6㎡,板塔结合,南 北,钢混结构,精装,两梯九户,集中供暖,有,2021-08-06,商品房,2012-11-23,普通住宅,满五年,非共有,无抵押,已上传房本照片
安慧北里雅园,朝阳,101112646091,539,95738元/平米,1991年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,底层 (共6层),56.3㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-15,已购公房,2011-02-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
曙光里,朝阳,101112658830,420,73970元/平米,1980年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共5层),56.78㎡,平层,56.78㎡,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2021-08-17,已购公房,1999-03-04,普通住宅,满五年,非共有,无抵押,已上传房本照片
京贸国际城,通州,101112582526,513,55484元/平米,2015年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,低楼层 (共35层),92.46㎡,平层,74.01㎡,板塔结合,南,钢混结构,简装,两梯五户,集中供暖,有,2021-08-10,商品房,2017-01-11,普通住宅,满两年,非共有,有抵押 140万元 建设银行 客户偿还,已上传房本照片
金港国际,朝阳,101112602330,514,87401元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,1室1厅1厨1卫,中楼层 (共11层),58.81㎡,平层,暂无数据,塔楼,东,钢混结构,简装,两梯二十二户,集中供暖,有,2021-08-12,私产,2006-08-29,普通住宅,满五年,非共有,无抵押,已上传房本照片
长丰园一区,大兴,101112561910,252,28669元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,顶层 (共6层),87.9㎡,平层,77.4㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-08,商品房,2012-07-17,普通住宅,满五年,非共有,无抵押,已上传房本照片
美然动力A3区,朝阳,101112628094,283,52917元/平米,2002年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室0厅1厨1卫,高楼层 (共6层),53.48㎡,平层,45.81㎡,板楼,南,混合结构,简装,一梯四户,集中供暖,无,2021-08-14,商品房,2016-11-12,普通住宅,满两年,非共有,有抵押 130万元 农业银行 业主自还,已上传房本照片
星河城西区,丰台,101112687157,399,68510元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,1室1厅1厨1卫,中楼层 (共18层),58.24㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,两梯九户,集中供暖,有,2021-08-19,商品房,2007-02-14,普通住宅,满五年,非共有,有抵押 240万元 中信 客户偿还,已上传房本照片
峪园小区,门头沟,101112674375,259,26818元/平米,1996年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,顶层 (共6层),96.58㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-18,已购公房,2003-11-04,普通住宅,满五年,非共有,有抵押 190万元 客户偿还,已上传房本照片
志强南园,海淀,101112656294,455,100442元/平米,1987年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,1室1厅1厨1卫,高楼层 (共16层),45.3㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,集中供暖,有,2021-08-16,已购公房,2004-09-29,普通住宅,满五年,非共有,无抵押,已上传房本照片
阜南小区,海淀,101112574045,558,94257元/平米,1978年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,中楼层 (共6层),59.2㎡,平层,暂无数据,板楼,东 西,混合结构,简装,一梯三户,集中供暖,无,2021-08-09,商品房,2016-09-02,普通住宅,满五年,非共有,有抵押 126万元 平安银行 业主自还,已上传房本照片
农林科学院宿舍,海淀,101112572570,745,108601元/平米,1993年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共5层),68.6㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2021-08-09,已购公房,2004-01-09,普通住宅,满五年,非共有,无抵押,已上传房本照片
阜北小区,海淀,101112644708,700,94570元/平米,1960年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,中楼层 (共5层),74.02㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2021-08-15,央产房,2019-07-05,普通住宅,满两年,共有,无抵押,已上传房本照片
车公庄西路14号院,海淀,101112552309,916,119427元/平米,1990年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共7层),76.7㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-07,商品房,2017-09-11,普通住宅,满两年,非共有,无抵押,已上传房本照片
金隅景和园,朝阳,101112541197,339,55248元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,低楼层 (共21层),61.36㎡,平层,49.08㎡,板楼,南,钢混结构,精装,两梯六户,集中供暖,有,2021-08-06,商品房,2018-02-23,普通住宅,满两年,非共有,无抵押,已上传房本照片
颐慧佳园C区,海淀,101112542682,678,82123元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共15层),82.56㎡,平层,63.48㎡,板楼,东南,钢混结构,简装,两梯四户,集中供暖,有,2021-08-07,商品房,2010-05-18,普通住宅,满五年,非共有,有抵押 10万元 业主自还,已上传房本照片
南海家园五里,大兴,101112588830,305,45976元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,底层 (共18层),66.34㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-08-11,商品房,2017-08-15,普通住宅,满两年,非共有,无抵押,已上传房本照片
慧忠里,朝阳,101112590047,520,111112元/平米,1990年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,顶层 (共6层),46.8㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,2021-08-11,已购公房,2001-03-01,普通住宅,满五年,非共有,无抵押,已上传房本照片
