0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
广州敏捷绿湖首府三期,增城,108402343421,116.5,13702元/平米,2018年建/塔楼,3室2厅1厨1卫,低楼层 (共32层),85.03㎡,平层,暂无数据,塔楼,东北,钢混结构,精装,两梯六户,有,2021-06-11,商品房,2019-08-30,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
假日花园,增城,108402382367,270,22153元/平米,2012年建/塔楼,3室2厅1厨2卫,中楼层 (共18层),121.88㎡,平层,101.06㎡,塔楼,东,钢混结构,毛坯,两梯五户,有,2021-06-25,商品房,2014-08-20,普通住宅,满五年,非共有,有抵押 58万元 业主自还,已上传房本照片,,,
翠华绿茵苑,花都,108401906650,153,17192元/平米,2011年建/塔楼,3室2厅1厨1卫,中楼层 (共11层),89㎡,平层,72.48㎡,塔楼,北,钢混结构,精装,一梯四户,有,2021-01-09,商品房,2014-06-12,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
茶滘路公安小区,荔湾,108401971142,235,26042元/平米,1999年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),90.24㎡,平层,暂无数据,塔楼,北,钢混结构,其他,一梯四户,有,2021-02-18,房改房,2010-12-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
保利塞纳维拉,荔湾,108402364814,245.5,34808元/平米,2015年建/板楼,2室2厅1厨1卫,高楼层 (共18层),70.53㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯五户,有,2021-06-19,商品房,2017-10-14,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
昌岗中路,海珠,108402416117,223,39062元/平米,未知年建/塔楼,2室1厅1厨1卫,中楼层 (共10层),57.09㎡,平层,50.68㎡,塔楼,东南,钢混结构,其他,一梯四户,有,2021-07-04,房改房,2014-07-31,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
广园云苑新村,白云,108401701744,177,27998元/平米,1999年建/塔楼,2室1厅1厨1卫,低楼层 (共9层),63.22㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯三户,无,2020-10-21,商品房,2016-06-27,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
合益街31号大院,白云,108402283062,142,21989元/平米,1995年建/塔楼,2室1厅1厨1卫,中楼层 (共8层),64.58㎡,平层,58.35㎡,塔楼,南,钢混结构,简装,一梯三户,无,2021-05-24,商品房,2010-10-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
家和春晓苑,花都,108402302728,165,17338元/平米,未知年建/塔楼,3室2厅1厨2卫,中楼层 (共17层),95.17㎡,平层,77.47㎡,塔楼,南,钢混结构,毛坯,两梯四户,有,2021-05-30,商品房,2019-03-28,普通住宅,满两年,共有,有抵押 40万元 业主自还,已上传房本照片,,,
丽江花园九如通津,番禺,108402184355,268,32965元/平米,2000年建/塔楼,2室1厅1厨1卫,低楼层 (共11层),81.3㎡,平层,暂无数据,塔楼,东北,钢混结构,精装,一梯四户,有,2021-04-21,商品房,2015-12-09,普通住宅,满五年,共有,有抵押 50万元,已上传房本照片,,,
金山阁,越秀,108402290479,490,66181元/平米,2000年建/塔楼,2室1厅1厨1卫,低楼层 (共28层),74.04㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯十户,有,2021-05-26,商品房,2015-05-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
德政中路,越秀,108402232692,283,44518元/平米,未知年建/塔楼,3室1厅1厨2卫,中楼层 (共8层),63.57㎡,平层,57.94㎡,塔楼,东 西,钢混结构,精装,一梯八户,无,2021-05-07,商品房,2018-06-10,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
侨联社区新城区,番禺,108402328705,99,14237元/平米,1993年建/板楼,3室2厅1厨1卫,高楼层 (共5层),69.54㎡,平层,62.61㎡,板楼,南,混合结构,精装,一梯两户,无,2021-06-06,商品房,2017-09-27,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
工业大道北,海珠,108402348775,280,38111元/平米,未知年建/塔楼,3室1厅1厨1卫,中楼层 (共9层),73.47㎡,平层,60.9㎡,塔楼,西,钢混结构,精装,一梯六户,有,2021-06-13,房改房,2014-07-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
喜洋居,天河,108402380903,392,63003元/平米,2006年建/塔楼,2室1厅1厨1卫,高楼层 (共21层),62.22㎡,平层,50.29㎡,塔楼,南,钢混结构,精装,两梯七户,有,2021-06-24,商品房,2016-05-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
佳兆业天御,白云,108402457220,630,66101元/平米,2016年建/塔楼,3室2厅1厨2卫,低楼层 (共18层),95.31㎡,复式,75.03㎡,塔楼,东 北,钢混结构,精装,两梯八户,有,2021-07-16,商品房,2018-07-01,普通住宅,满两年,非共有,有抵押 200万元 浦发银行 客户偿还,已上传房本照片,,,
金汇花园,海珠,108402445737,268,44578元/平米,1997年建/塔楼,3室2厅1厨1卫,高楼层 (共9层),60.12㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,一梯五户,有,2021-07-13,商品房,2010-06-03,普通住宅,满五年,非共有,有抵押 80万元,已上传房本照片,,,
阳光家园(天河),天河,108402243522,210,32973元/平米,2002年建/塔楼,2室2厅1厨1卫,高楼层 (共9层),63.69㎡,平层,57.25㎡,塔楼,西北,钢混结构,精装,一梯八户,有,2021-05-11,商品房,2012-06-18,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
祥景花园AC区,白云,108402279375,219,27877元/平米,2000年建/塔楼,3室2厅1厨1卫,低楼层 (共9层),78.56㎡,平层,70.07㎡,塔楼,南,钢混结构,精装,一梯四户,无,2021-05-23,商品房,2005-05-23,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
丽江花园左岸,番禺,108402471053,290,33068元/平米,2003年建/塔楼,2室1厅1厨1卫,中楼层 (共18层),87.7㎡,平层,75㎡,塔楼,西北,钢混结构,简装,两梯四户,有,2021-07-21,商品房,2008-05-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
金燕花园,天河,108401994935,405,41226元/平米,2002年建/塔楼,3室2厅1厨2卫,高楼层 (共26层),98.24㎡,平层,86.2㎡,塔楼,北,钢混结构,精装,三梯八户,有,2021-02-25,商品房,2013-04-03,普通住宅,满五年,非共有,有抵押 48万元,已上传房本照片,,,
保利越秀岭南林语,黄埔,108402172123,360,39165元/平米,2016年建/塔楼,3室2厅1厨1卫,低楼层 (共33层),91.92㎡,平层,76.38㎡,塔楼,北,钢混结构,精装,两梯六户,有,2021-04-17,商品房,2018-03-20,普通住宅,满两年,非共有,有抵押 150万元 光大银行 客户偿还,已上传房本照片,,,
华侨城(番禺),番禺,108400749594,222,17620元/平米,1993年建/塔楼,3室2厅1厨2卫,中楼层 (共9层),126㎡,平层,114.72㎡,塔楼,西,钢混结构,简装,一梯四户,有,2019-10-18,商品房,2010-09-08,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
捷进中路,番禺,108401707495,183,16487元/平米,未知年建/板楼,3室2厅1厨2卫,中楼层 (共7层),111㎡,平层,97.85㎡,板楼,南,钢混结构,简装,一梯两户,无,2020-10-23,商品房,2011-04-22,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
辉洋苑,荔湾,108402513245,645,45150元/平米,2001年建/塔楼,4室2厅1厨2卫,中楼层 (共31层),142.86㎡,平层,117.97㎡,塔楼,西南,钢混结构,精装,三梯八户,有,2021-08-02,商品房,2000-06-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
天马丽苑二期,花都,108402512990,160,17240元/平米,2015年建/塔楼,3室2厅1厨1卫,高楼层 (共35层),92.81㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯四户,有,2021-08-02,商品房,2015-09-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
南沙境界家园,南沙,108401114232,292,20505元/平米,2013年建/板塔结合,4室2厅1厨2卫,高楼层 (共22层),142.41㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,2020-04-18,商品房,2014-08-07,普通住宅,满五年,非共有,有抵押 30万元 中国银行 业主自还,已上传房本照片,,,
新世纪花园,番禺,108402451772,370,20308元/平米,2002年建/板楼,5室2厅1厨3卫,高楼层 (共5层),182.2㎡,复式,166㎡,板楼,南 北,钢混结构,精装,一梯两户,无,2021-07-15,商品房,2008-07-15,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
新世界逸彩庭园,荔湾,108401943223,375,36096元/平米,2007年建/塔楼,3室2厅1厨2卫,高楼层 (共18层),103.89㎡,平层,82.86㎡,塔楼,北,钢混结构,简装,两梯七户,有,2021-01-24,商品房,2016-10-22,普通住宅,满两年,非共有,有抵押 138万元 工商银行 金融公司垫资,已上传房本照片,,,
东方名都,增城,108402210949,428,20879元/平米,2013年建/塔楼,4室2厅1厨3卫,中楼层 (共30层),205㎡,平层,161.69㎡,塔楼,南 北,钢混结构,毛坯,三梯两户,有,2021-04-30,商品房,2021-05-01,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,,
番禺万达广场,番禺,108402590561,90,14884元/平米,2014年建/塔楼,1室0厅1厨1卫,中楼层 (共41层),60.47㎡,平层,40.21㎡,塔楼,北,钢混结构,精装,十梯二十九户,有,商水,商电,2021-08-25,商品房,2016-01-05,商住两用,满五年,非共有,无抵押,已上传房本照片,
珠光御景壹號,荔湾,108402596387,280,58104元/平米,未知年建/塔楼,2室2厅1厨1卫,低楼层 (共39层),48.19㎡,复式,36.04㎡,塔楼,西南,钢混结构,精装,四梯十九户,有,商水,商电,3.45元/m3,2021-08-26,商品房,2019-03-01,商住两用,满两年,非共有,无抵押,已上传房本照片
广利路,天河,108402601273,728,65901元/平米,1998年建/塔楼,3室1厅1厨1卫,中楼层 (共9层),110.47㎡,平层,100.86㎡,塔楼,东南,钢混结构,其他,一梯三户,有,2021-08-28,房改房,2021-08-28,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,,
理想蓝堡国际花园,天河,108402601016,820,100123元/平米,2004年建/塔楼,2室1厅1厨1卫,中楼层 (共29层),81.9㎡,平层,64.54㎡,塔楼,东北,钢混结构,精装,三梯六户,有,2021-08-28,商品房,2019-11-18,普通住宅,未满两年,共有,有抵押 350万元 350万 金融公司垫资,已上传房本照片,,,
广钢鹤翔小区鹤翔里,荔湾,108402617660,198,34074元/平米,未知年建/塔楼,3室1厅1厨1卫,低楼层 (共7层),58.11㎡,平层,52.5㎡,塔楼,西 北,钢混结构,其他,一梯三户,无,2021-09-01,房改房,2020-05-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,,
江南大厦,番禺,108402615262,165,18815元/平米,1996年建/塔楼,3室2厅1厨1卫,低楼层 (共19层),87.7㎡,平层,69.14㎡,塔楼,南,钢混结构,简装,两梯八户,有,2021-09-01,商品房,2021-05-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,,,
白云高尔夫花园荷塘月色,白云,108401996213,210,22197元/平米,2007年建/塔楼,2室2厅1厨1卫,中楼层 (共12层),94.61㎡,平层,70.53㎡,塔楼,南 北,钢混结构,精装,两梯四户,有,商水,商电,3.45元/m3,2021-02-25,商品房,2006-02-28,商住两用,满五年,非共有,无抵押,已上传房本照片
越秀滨海隽城,南沙,108402423599,290,28510元/平米,2012年建/塔楼,3室2厅1厨1卫,中楼层 (共16层),101.72㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯三户,有,2021-07-06,商品房,2018-09-26,普通住宅,满两年,非共有,有抵押 65万元,已上传房本照片,,,
珠江壹城,从化,108401985827,135,12886元/平米,未知年建/板塔结合,3室1厅1厨1卫,高楼层 (共28层),104.77㎡,平层,82.21㎡,板塔结合,西南,钢混结构,精装,两梯四户,有,2021-02-22,商品房,2017-09-27,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
广州绿地城,黄埔,108402301902,75,13558元/平米,未知年建/板塔结合,1室1厅1厨1卫,中楼层 (共21层),55.32㎡,复式,39.2㎡,板塔结合,东南,钢混结构,精装,三梯二十二户,有,商水,商电,2021-05-30,商品房,2019-07-19,商住两用,满两年,非共有,无抵押,已上传房本照片,
岭秀苑,增城,108402144933,130,12971元/平米,2008年建/塔楼,3室1厅1厨1卫,低楼层 (共14层),100.23㎡,平层,81.02㎡,塔楼,北,钢混结构,精装,两梯四户,有,2021-04-09,商品房,2009-07-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
华标荔苑,从化,108402449757,128,14452元/平米,未知年建/塔楼,2室2厅1厨1卫,中楼层 (共12层),88.57㎡,平层,72.1㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021-07-14,商品房,2015-01-13,普通住宅,满五年,共有,有抵押 18万元 工商银行 业主自还,已上传房本照片,,,
东方夏湾拿,从化,108402377805,250,14354元/平米,2004年建/暂无数据,4室1厅1厨4卫,低楼层 (共3层),174.17㎡,复式,174.17㎡,暂无数据,南,钢混结构,简装,一梯一户,暂无数据,2021-06-23,商品房,2006-04-17,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
新塘新世界花园嘉怡苑,增城,108401874744,175,18098元/平米,2006年建/塔楼,3室2厅1厨1卫,高楼层 (共6层),96.7㎡,平层,86.26㎡,塔楼,南,钢混结构,精装,一梯四户,无,2020-12-27,商品房,2010-08-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
星汇峰,从化,108401961595,65,13590元/平米,2010年建/塔楼,2室1厅1厨1卫,中楼层 (共6层),47.83㎡,平层,38.63㎡,塔楼,东南,钢混结构,简装,一梯四户,有,2021-02-02,商品房,2012-08-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
金色港湾,增城,108402452431,58.5,13710元/平米,2006年建/板楼,1室1厅1厨1卫,中楼层 (共7层),42.67㎡,暂无数据,36㎡,板楼,东,钢混结构,精装,一梯五户,无,2021-07-15,商品房,2011-05-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
柏丽星寓,番禺,108402301448,90,10972元/平米,2013年建/塔楼,3室1厅1厨1卫,低楼层 (共25层),82.03㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯十一户,有,商水,商电,2.8元/m3,2021-05-30,商品房,2017-04-18,商住两用,满两年,共有,无抵押,已上传房本照片
恒展江山时代花园,增城,108401968832,180,17174元/平米,2017年建/塔楼,3室2厅1厨2卫,高楼层 (共25层),104.81㎡,平层,83.19㎡,塔楼,南,钢混结构,毛坯,两梯五户,有,2021-02-09,商品房,2017-02-09,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
敏捷莱茵花园,增城,108402287036,167,13035元/平米,2015年建/塔楼,3室2厅1厨2卫,中楼层 (共26层),128.12㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯五户,有,2021-05-25,商品房,2017-05-31,普通住宅,满两年,非共有,有抵押 100万元 广发银行 业主自还,已上传房本照片,,,
敏捷锦绣天伦,增城,108402164052,193,20452元/平米,2015年建/塔楼,3室2厅1厨1卫,高楼层 (共32层),94.37㎡,平层,75.72㎡,塔楼,北,钢混结构,毛坯,两梯四户,有,2021-04-15,商品房,2016-06-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
碧桂园假日半岛映月湾,花都,108402248457,168,10724元/平米,2011年建/暂无数据,3室2厅1厨3卫,低楼层 (共3层),156.67㎡,跃层,暂无数据,暂无数据,南 北,钢混结构,精装,一梯一户,暂无数据,2021-05-13,商品房,2017-04-10,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
敏捷锦绣天伦,增城,108402507791,91,19805元/平米,2013年建/塔楼,1室0厅1厨1卫,中楼层 (共32层),45.95㎡,平层,36.88㎡,塔楼,南,钢混结构,精装,两梯八户,有,2021-08-01,商品房,2017-12-08,普通住宅,满两年,非共有,有抵押 60万元 业主自还,已上传房本照片,,,
敏捷锦绣天伦,增城,108402506899,85.8,18697元/平米,2014年建/塔楼,1室1厅1厨1卫,中楼层 (共32层),45.89㎡,平层,36.88㎡,塔楼,北,钢混结构,简装,两梯八户,有,2021-07-31,商品房,2018-08-21,普通住宅,满两年,非共有,有抵押 60万元,已上传房本照片,,,
奥园养生广场,番禺,108401972884,100,12089元/平米,2012年建/塔楼,2室2厅1厨1卫,低楼层 (共29层),82.72㎡,平层,62.18㎡,塔楼,南,钢混结构,精装,三梯十八户,有,商水,商电,3.45元/m3,2021-02-19,商品房,2017-07-05,商住两用,满两年,非共有,无抵押,已上传房本照片
惠百氏广场,增城,108402035668,113.8,24055元/平米,2012年建/塔楼,1室1厅1厨1卫,高楼层 (共11层),47.31㎡,平层,38.56㎡,塔楼,东,钢混结构,精装,两梯六户,有,2021-03-07,商品房,2014-01-10,普通住宅,满五年,非共有,有抵押,已上传房本照片,,,
新康花园康馨苑,增城,108402424623,67.7,15366元/平米,2005年建/板楼,1室0厅1厨1卫,中楼层 (共11层),44.06㎡,平层,30.94㎡,板楼,南,钢混结构,精装,两梯八户,有,2021-07-07,商品房,2013-01-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
富雅名居,增城,108401696191,116,16283元/平米,2005年建/塔楼,2室2厅1厨1卫,中楼层 (共9层),71.24㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,三梯四户,有,2020-10-19,商品房,2016-04-22,普通住宅,满五年,非共有,有抵押 35万元,已上传房本照片,,,
正佳东方国际,越秀,108402052166,215,26397元/平米,2009年建/塔楼,2室1厅1厨1卫,低楼层 (共55层),81.45㎡,平层,暂无数据,塔楼,东 北,钢混结构,精装,七梯二十七户,有,商水,商电,2021-03-12,商品房,2015-03-12,商住两用,满五年,共有,无抵押,已上传房本照片,
惠百氏广场,增城,108402228199,94,22922元/平米,2013年建/塔楼,1室1厅1厨1卫,高楼层 (共18层),41.01㎡,平层,30.31㎡,塔楼,东,钢混结构,精装,两梯五户,有,2021-05-06,商品房,2016-01-01,普通住宅,满五年,非共有,有抵押 30万元,已上传房本照片,,,
富力金港城南区,花都,108401266792,52,6476元/平米,未知年建/塔楼,2室1厅1厨1卫,中楼层 (共19层),80.3㎡,平层,59.78㎡,塔楼,南,钢混结构,精装,两梯十二户,有,民水,民电,3.45元/m3,2020-05-30,商品房,2018-08-06,商住两用,满两年,非共有,有抵押 5万元 中国工商银行,已上传房本照片
恒大山水城,增城,108402401670,121,16138元/平米,2008年建/板塔结合,2室2厅1厨1卫,中楼层 (共18层),74.98㎡,平层,暂无数据,板塔结合,北,钢混结构,毛坯,两梯六户,有,2021-06-30,商品房,2014-07-18,普通住宅,满五年,非共有,有抵押 30万,已上传房本照片,,,
荔林春晓,从化,108402449629,147,13883元/平米,2016年建/塔楼,3室2厅1厨2卫,中楼层 (共18层),105.89㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯四户,有,2021-07-14,商品房,2016-09-25,普通住宅,满两年,共有,有抵押 40万元 业主自还,已上传房本照片,,,
珠光流溪御景,从化,108402205269,119.6,10231元/平米,2011年建/暂无数据,3室2厅1厨1卫,中楼层 (共6层),116.9㎡,平层,94.42㎡,暂无数据,东南,钢混结构,精装,一梯两户,有,2021-04-28,商品房,2018-02-12,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
花园中路,从化,108402494858,77,6937元/平米,1998年建/塔楼,3室2厅1厨2卫,高楼层 (共8层),111㎡,平层,111㎡,塔楼,东南,钢混结构,简装,一梯两户,无,2021-07-28,商品房,2019-05-08,普通住宅,满两年,非共有,有抵押 40万元,已上传房本照片,,,
新汇时光,增城,108401107266,78,17334元/平米,2016年建/塔楼,1室1厅1厨1卫,中楼层 (共9层),45㎡,平层,44.93㎡,塔楼,南 东,钢混结构,精装,两梯十八户,有,2020-04-16,商品房,2018-10-11,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
珠江壹城,从化,108401861337,142,13558元/平米,2015年建/板塔结合,3室2厅1厨2卫,中楼层 (共28层),104.74㎡,平层,82.21㎡,板塔结合,西南,钢混结构,精装,两梯四户,有,2020-12-22,商品房,2017-12-29,普通住宅,满两年,非共有,有抵押 47万元 业主自还,已上传房本照片,,,
恒福花园,增城,108402088191,178,18164元/平米,未知年建/塔楼,3室2厅1厨2卫,中楼层 (共20层),98㎡,平层,81.88㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021-03-23,商品房,2016-05-25,普通住宅,满五年,共有,有抵押 50万元,已上传房本照片,,,
富力泉天下,从化,108402417245,115,10614元/平米,未知年建/塔楼,3室2厅1厨2卫,中楼层 (共23层),108.35㎡,平层,暂无数据,塔楼,东南 南,钢混结构,精装,两梯六户,有,2021-07-04,商品房,2017-07-14,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
汇港威华雅苑,增城,108401949997,133,13040元/平米,2017年建/塔楼,3室2厅1厨2卫,高楼层 (共31层),102㎡,平层,81.9㎡,塔楼,南,钢混结构,毛坯,两梯六户,有,2021-01-27,商品房,2019-05-31,普通住宅,满两年,共有,有抵押 60万元 中信银行 金融公司垫资,已上传房本照片,,,
碧桂园城市花园花岸苑,增城,108402357639,162,16599元/平米,2016年建/板塔结合,3室2厅1厨1卫,中楼层 (共25层),97.6㎡,平层,74.28㎡,板塔结合,南,钢混结构,毛坯,两梯四户,有,2021-06-17,商品房,2018-07-26,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
碧桂园城市花园漫绿苑,增城,108402464988,189,18450元/平米,2018年建/板塔结合,3室2厅1厨2卫,高楼层 (共25层),102.44㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-07-19,商品房,2019-07-09,普通住宅,满两年,非共有,有抵押 110万元 中国工商银行新塘支行 客户偿还,已上传房本照片,,,
佳润上品菁园,天河,108402035957,419,60664元/平米,2014年建/塔楼,2室2厅1厨1卫,高楼层 (共9层),69.07㎡,平层,暂无数据,塔楼,东北,钢混结构,精装,两梯四户,有,2021-03-07,商品房,2016-05-03,普通住宅,满五年,非共有,有抵押 100万元 农行房贷 业主自还,已上传房本照片,,,
敏捷锦绣天伦,增城,108402459161,162,22177元/平米,2014年建/塔楼,2室1厅1厨1卫,高楼层 (共18层),73.05㎡,平层,58.41㎡,塔楼,南 北,钢混结构,精装,两梯六户,有,2021-07-17,商品房,2015-07-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
柏丽星寓,番禺,108402198186,67,11618元/平米,2013年建/塔楼,2室1厅1厨1卫,中楼层 (共25层),57.67㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯十一户,有,商水,商电,2.8元/m3,2021-04-25,商品房,2017-03-16,商住两用,满两年,非共有,有抵押 26万元 工商银行 业主自还,已上传房本照片
紫泉翠荔嘉园,从化,108401910071,116,14763元/平米,未知年建/塔楼,2室2厅1厨1卫,中楼层 (共23层),78.58㎡,平层,64.83㎡,塔楼,南,钢混结构,简装,两梯八户,有,2021-01-11,商品房,2014-01-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
假日花园,增城,108402227280,130,27572元/平米,2012年建/塔楼,1室1厅1厨1卫,高楼层 (共18层),47.15㎡,平层,46.71㎡,塔楼,南,钢混结构,精装,两梯六户,有,2021-05-06,商品房,2012-04-04,普通住宅,满五年,非共有,有抵押 75万元,已上传房本照片,,,
富力金港城北区,花都,108402322228,165,14848元/平米,2012年建/塔楼,3室2厅1厨2卫,中楼层 (共11层),111.13㎡,平层,91.69㎡,塔楼,南,钢混结构,精装,一梯五户,有,2021-06-04,商品房,2012-12-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
黄埔万科中心,黄埔,108401757947,82,24111元/平米,2012年建/塔楼,2室2厅1厨1卫,低楼层 (共22层),34.01㎡,复式,暂无数据,塔楼,东北,钢混结构,精装,三梯三十户,有,商水,民电,2020-11-11,商品房,2012-09-11,商住两用,满五年,非共有,无抵押,已上传房本照片,
正佳万豪金殿,天河,108402060668,290,39462元/平米,2011年建/塔楼,1室2厅1厨2卫,高楼层 (共39层),73.49㎡,复式,暂无数据,塔楼,东,钢混结构,精装,四梯二十七户,有,商水,商电,3.45元/m3,2021-03-14,商品房,2019-03-05,商住两用,满两年,共有,无抵押,已上传房本照片
锦绣御景苑一二期,增城,108401838638,161,11499元/平米,未知年建/塔楼,3室2厅1厨2卫,低楼层 (共12层),140.02㎡,平层,123.95㎡,塔楼,南,钢混结构,精装,一梯四户,无,2020-12-13,商品房,2018-06-21,普通住宅,满两年,非共有,有抵押 143万元 邮政银行 金融公司垫资,已上传房本照片,,,
珠岛花园,荔湾,108402535484,145,41429元/平米,1995年建/板塔结合,1室1厅1厨1卫,低楼层 (共9层),35㎡,平层,30.05㎡,板塔结合,南,钢混结构,精装,一梯七户,无,2021-08-09,商品房,2006-08-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
晓港湾,海珠,108402531632,235,39743元/平米,1999年建/塔楼,2室1厅1厨1卫,高楼层 (共9层),59.13㎡,平层,53.62㎡,塔楼,南,钢混结构,简装,一梯十户,有,2021-08-08,商品房,2003-06-18,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
金花小区,荔湾,108402547853,140,35274元/平米,2003年建/塔楼,1室1厅1厨1卫,中楼层 (共9层),39.69㎡,平层,暂无数据,塔楼,西,钢混结构,简装,一梯十二户,无,2021-08-12,商品房,2010-11-02,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
金碧花园第二金碧,海珠,108402531087,336,49573元/平米,2000年建/塔楼,2室1厅1厨1卫,中楼层 (共32层),67.78㎡,平层,56.49㎡,塔楼,北,钢混结构,简装,两梯六户,有,2021-08-07,商品房,2004-08-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
保利花园(海珠),海珠,108402539084,472,59060元/平米,2004年建/板楼,2室2厅1厨1卫,中楼层 (共11层),79.92㎡,平层,70.06㎡,板楼,东南,钢混结构,简装,一梯四户,有,2021-08-10,商品房,2001-09-26,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
邓岗小区,海珠,108402552556,220,33593元/平米,1997年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),65.49㎡,平层,58.25㎡,塔楼,西北,钢混结构,简装,一梯四户,暂无数据,2021-08-14,房改房,1997-04-29,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
人民中路,荔湾,108402554280,230,44003元/平米,1998年建/塔楼,2室2厅1厨1卫,高楼层 (共10层),52.27㎡,平层,暂无数据,塔楼,北 西,钢混结构,简装,一梯十户,有,2021-08-14,商品房,2019-07-01,普通住宅,满两年,非共有,有抵押 业主自还,已上传房本照片,,,
丰庭花园,南沙,108402538230,140,19322元/平米,2005年建/板楼,2室1厅1厨1卫,低楼层 (共8层),72.46㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-08-10,商品房,2016-12-21,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
祈福都会花园,花都,108402523395,55,12809元/平米,2011年建/塔楼,1室1厅1厨1卫,中楼层 (共11层),42.94㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯七户,有,2021-08-05,商品房,2013-12-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
晓港中马路,海珠,108402538248,128.5,30444元/平米,未知年建/塔楼,2室1厅1厨1卫,中楼层 (共5层),42.21㎡,平层,暂无数据,塔楼,南,混合结构,简装,一梯八户,无,2021-08-10,房改房,1998-08-12,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
周门小区周门街,荔湾,108402562225,298,38191元/平米,1998年建/平房,3室2厅1厨1卫,高楼层 (共9层),78.03㎡,平层,70.5㎡,平房,南,钢混结构,简装,一梯四户,有,2021-08-16,房改房,1992-06-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
